xref,dname,gid,did,g,d
C0020538,Hypertensive disease,781,DOID:10763,11214,1539
C0020538,Hypertensive disease,783,DOID:10763,11216,1539
C0020538,Hypertensive disease,7917,DOID:10763,12075,1539
C0020538,Hypertensive disease,796,DOID:10763,1566,1539
C0020538,Hypertensive disease,829,DOID:10763,10868,1539
C0020538,Hypertensive disease,847,DOID:10763,11496,1539
C0020538,Hypertensive disease,84876,DOID:10763,5117,1539
C0020538,Hypertensive disease,8490,DOID:10763,1945,1539
C0020538,Hypertensive disease,857,DOID:10763,2523,1539
C0020538,Hypertensive disease,8639,DOID:10763,14701,1539
C0020538,Hypertensive disease,875,DOID:10763,2760,1539
C0020538,Hypertensive disease,8870,DOID:10763,10857,1539
C0020538,Hypertensive disease,9351,DOID:10763,15738,1539
C0020538,Hypertensive disease,9370,DOID:10763,15483,1539
C0020538,Hypertensive disease,9445,DOID:10763,3923,1539
C0020538,Hypertensive disease,948,DOID:10763,13025,1539
C0020538,Hypertensive disease,9943,DOID:10763,1409,1539
C0349639,Juvenile Myelomonocytic Leukemia,10019,DOID:0050458,7560,147
C0349639,Juvenile Myelomonocytic Leukemia,1437,DOID:0050458,13157,147
C0349639,Juvenile Myelomonocytic Leukemia,171023,DOID:0050458,17545,147
C0349639,Juvenile Myelomonocytic Leukemia,1788,DOID:0050458,16640,147
C0349639,Juvenile Myelomonocytic Leukemia,2146,DOID:0050458,15507,147
C0349639,Juvenile Myelomonocytic Leukemia,22800,DOID:0050458,9832,147
C0349639,Juvenile Myelomonocytic Leukemia,23092,DOID:0050458,16944,147
C0349639,Juvenile Myelomonocytic Leukemia,26040,DOID:0050458,17949,147
C0349639,Juvenile Myelomonocytic Leukemia,2624,DOID:0050458,16315,147
C0349639,Juvenile Myelomonocytic Leukemia,3718,DOID:0050458,8775,147
C0349639,Juvenile Myelomonocytic Leukemia,3845,DOID:0050458,6802,147
C0349639,Juvenile Myelomonocytic Leukemia,4763,DOID:0050458,1690,147
C0349639,Juvenile Myelomonocytic Leukemia,4893,DOID:0050458,11440,147
C0349639,Juvenile Myelomonocytic Leukemia,5781,DOID:0050458,3404,147
C0349639,Juvenile Myelomonocytic Leukemia,5880,DOID:0050458,4331,147
C0349639,Juvenile Myelomonocytic Leukemia,6237,DOID:0050458,1176,147
C0349639,Juvenile Myelomonocytic Leukemia,8233,DOID:0050458,12052,147
C0349639,Juvenile Myelomonocytic Leukemia,861,DOID:0050458,12126,147
C0349639,Juvenile Myelomonocytic Leukemia,867,DOID:0050458,12132,147
C0023343,Leprosy,1016,DOID:1024,5935,1355
C0023343,Leprosy,10981,DOID:1024,17144,1355
C0023343,Leprosy,114134,DOID:1024,3672,1355
C0023343,Leprosy,124460,DOID:1024,15740,1355
C0023343,Leprosy,1327,DOID:1024,3304,1355
C0023343,Leprosy,135138,DOID:1024,13644,1355
C0023343,Leprosy,144811,DOID:1024,15366,1355
C0023343,Leprosy,149233,DOID:1024,9117,1355
C0023343,Leprosy,283234,DOID:1024,14439,1355
C0023343,Leprosy,400757,DOID:1024,14012,1355
C0023343,Leprosy,4049,DOID:1024,2754,1355
C0023343,Leprosy,50514,DOID:1024,15079,1355
C0023343,Leprosy,5071,DOID:1024,1498,1355
C0023343,Leprosy,55509,DOID:1024,12257,1355
C0023343,Leprosy,6556,DOID:1024,4345,1355
C0023343,Leprosy,7096,DOID:1024,13470,1355
C0023343,Leprosy,7097,DOID:1024,13471,1355
C0023343,Leprosy,79747,DOID:1024,18946,1355
C0023343,Leprosy,8767,DOID:1024,9635,1355
C0023343,Leprosy,8778,DOID:1024,17913,1355
C0023343,Leprosy,9173,DOID:1024,15736,1355
C0023343,Leprosy,9966,DOID:1024,9875,1355
C0027051,Myocardial Infarction,100048912,DOID:5844,19068,5280
C0027051,Myocardial Infarction,10019,DOID:5844,7560,5280
C0027051,Myocardial Infarction,10891,DOID:5844,9386,5280
C0027051,Myocardial Infarction,1152,DOID:5844,917,5280
C0027051,Myocardial Infarction,1158,DOID:5844,909,5280
C0027051,Myocardial Infarction,134,DOID:5844,13411,5280
C0027051,Myocardial Infarction,1385,DOID:5844,5367,5280
C0027051,Myocardial Infarction,1390,DOID:5844,14775,5280
C0027051,Myocardial Infarction,140,DOID:5844,8572,5280
C0027051,Myocardial Infarction,153090,DOID:5844,14549,5280
C0027051,Myocardial Infarction,1636,DOID:5844,13743,5280
C0027051,Myocardial Infarction,1649,DOID:5844,4233,5280
C0027051,Myocardial Infarction,183,DOID:5844,12090,5280
C0027051,Myocardial Infarction,1952,DOID:5844,6162,5280
C0027051,Myocardial Infarction,2056,DOID:5844,12037,5280
C0027051,Myocardial Infarction,2099,DOID:5844,6424,5280
C0027051,Myocardial Infarction,2147,DOID:5844,15506,5280
C0027051,Myocardial Infarction,2153,DOID:5844,6142,5280
C0027051,Myocardial Infarction,2162,DOID:5844,16041,5280
C0027051,Myocardial Infarction,221458,DOID:5844,15653,5280
C0027051,Myocardial Infarction,221692,DOID:5844,18212,5280
C0027051,Myocardial Infarction,23228,DOID:5844,1993,5280
C0027051,Myocardial Infarction,2626,DOID:5844,16313,5280
C0027051,Myocardial Infarction,2678,DOID:5844,9211,5280
C0027051,Myocardial Infarction,2729,DOID:5844,1152,5280
C0027051,Myocardial Infarction,2730,DOID:5844,10172,5280
C0027051,Myocardial Infarction,2932,DOID:5844,17325,5280
C0027051,Myocardial Infarction,3240,DOID:5844,6171,5280
C0027051,Myocardial Infarction,3291,DOID:5844,11789,5280
C0027051,Myocardial Infarction,3309,DOID:5844,6196,5280
C0027051,Myocardial Infarction,3383,DOID:5844,3617,5280
C0027051,Myocardial Infarction,3440,DOID:5844,16490,5280
C0027051,Myocardial Infarction,348,DOID:5844,13902,5280
C0027051,Myocardial Infarction,3553,DOID:5844,16861,5280
C0027051,Myocardial Infarction,3557,DOID:5844,16858,5280
C0027051,Myocardial Infarction,3569,DOID:5844,8535,5280
C0027051,Myocardial Infarction,3586,DOID:5844,11765,5280
C0027051,Myocardial Infarction,3690,DOID:5844,9806,5280
C0027051,Myocardial Infarction,375056,DOID:5844,15864,5280
C0027051,Myocardial Infarction,3816,DOID:5844,14989,5280
C0027051,Myocardial Infarction,3939,DOID:5844,2686,5280
C0027051,Myocardial Infarction,3957,DOID:5844,904,5280
C0027051,Myocardial Infarction,4049,DOID:5844,2754,5280
C0027051,Myocardial Infarction,4306,DOID:5844,16427,5280
C0027051,Myocardial Infarction,4313,DOID:5844,7265,5280
C0027051,Myocardial Infarction,4318,DOID:5844,7270,5280
C0027051,Myocardial Infarction,4625,DOID:5844,409,5280
C0027051,Myocardial Infarction,472,DOID:5844,4690,5280
C0027051,Myocardial Infarction,4843,DOID:5844,3214,5280
C0027051,Myocardial Infarction,4846,DOID:5844,3209,5280
C0027051,Myocardial Infarction,4878,DOID:5844,11227,5280
C0027051,Myocardial Infarction,4973,DOID:5844,15518,5280
C0027051,Myocardial Infarction,5069,DOID:5844,11140,5280
C0027051,Myocardial Infarction,51330,DOID:5844,10723,5280
C0027051,Myocardial Infarction,5139,DOID:5844,5634,5280
C0027051,Myocardial Infarction,5327,DOID:5844,17327,5280
C0027051,Myocardial Infarction,5328,DOID:5844,17337,5280
C0027051,Myocardial Infarction,53345,DOID:5844,18396,5280
C0027051,Myocardial Infarction,5350,DOID:5844,7247,5280
C0027051,Myocardial Infarction,55759,DOID:5844,14194,5280
C0027051,Myocardial Infarction,5581,DOID:5844,11935,5280
C0027051,Myocardial Infarction,5687,DOID:5844,7685,5280
C0027051,Myocardial Infarction,581,DOID:5844,4794,5280
C0027051,Myocardial Infarction,59,DOID:5844,14721,5280
C0027051,Myocardial Infarction,596,DOID:5844,3599,5280
C0027051,Myocardial Infarction,5972,DOID:5844,7726,5280
C0027051,Myocardial Infarction,598,DOID:5844,3601,5280
C0027051,Myocardial Infarction,6285,DOID:5844,12083,5280
C0027051,Myocardial Infarction,6402,DOID:5844,10999,5280
C0027051,Myocardial Infarction,64805,DOID:5844,6367,5280
C0027051,Myocardial Infarction,6597,DOID:5844,8249,5280
C0027051,Myocardial Infarction,6647,DOID:5844,6702,5280
C0027051,Myocardial Infarction,6648,DOID:5844,6698,5280
C0027051,Myocardial Infarction,7040,DOID:5844,5887,5280
C0027051,Myocardial Infarction,7056,DOID:5844,14687,5280
C0027051,Myocardial Infarction,7077,DOID:5844,14108,5280
C0027051,Myocardial Infarction,7124,DOID:5844,17192,5280
C0027051,Myocardial Infarction,7137,DOID:5844,13118,5280
C0027051,Myocardial Infarction,7292,DOID:5844,12548,5280
C0027051,Myocardial Infarction,7804,DOID:5844,6724,5280
C0027051,Myocardial Infarction,8204,DOID:5844,16348,5280
C0027051,Myocardial Infarction,8315,DOID:5844,2038,5280
C0027051,Myocardial Infarction,836,DOID:5844,11079,5280
C0027051,Myocardial Infarction,847,DOID:5844,11496,5280
C0027051,Myocardial Infarction,8525,DOID:5844,960,5280
C0027051,Myocardial Infarction,8678,DOID:5844,15879,5280
C0018995,Hemochromatosis,1356,DOID:2352,13495,3342
C0018995,Hemochromatosis,148738,DOID:2352,5947,3342
C0018995,Hemochromatosis,30061,DOID:2352,13206,3342
C0018995,Hemochromatosis,3077,DOID:2352,7910,3342
C0018995,Hemochromatosis,3240,DOID:2352,6171,3342
C0018995,Hemochromatosis,4891,DOID:2352,12658,3342
C0018995,Hemochromatosis,57817,DOID:2352,8059,3342
C0018995,Hemochromatosis,650,DOID:2352,17181,3342
C0018995,Hemochromatosis,654,DOID:2352,14267,3342
C0018995,Hemochromatosis,6718,DOID:2352,15691,3342
C0018995,Hemochromatosis,7036,DOID:2352,15255,3342
C0018995,Hemochromatosis,7124,DOID:2352,17192,3342
C0030297,Pancreatic Neoplasm,10232,DOID:1793,17859,3094
C0030297,Pancreatic Neoplasm,1029,DOID:1793,15845,3094
C0030297,Pancreatic Neoplasm,11009,DOID:1793,5971,3094
C0030297,Pancreatic Neoplasm,1209,DOID:1793,9212,3094
C0030297,Pancreatic Neoplasm,1268,DOID:1793,7573,3094
C0030297,Pancreatic Neoplasm,1269,DOID:1793,7572,3094
C0030297,Pancreatic Neoplasm,1499,DOID:1793,14960,3094
C0030297,Pancreatic Neoplasm,1616,DOID:1793,12474,3094
C0030297,Pancreatic Neoplasm,1647,DOID:1793,4225,3094
C0030297,Pancreatic Neoplasm,1806,DOID:1793,14902,3094
C0030297,Pancreatic Neoplasm,1890,DOID:1793,8108,3094
C0030297,Pancreatic Neoplasm,196,DOID:1793,2434,3094
C0030297,Pancreatic Neoplasm,2030,DOID:1793,3620,3094
C0030297,Pancreatic Neoplasm,2202,DOID:1793,14560,3094
C0030297,Pancreatic Neoplasm,2258,DOID:1793,4464,3094
C0030297,Pancreatic Neoplasm,23022,DOID:1793,15418,3094
C0030297,Pancreatic Neoplasm,2494,DOID:1793,16930,3094
C0030297,Pancreatic Neoplasm,2543,DOID:1793,11738,3094
C0030297,Pancreatic Neoplasm,27086,DOID:1793,16763,3094
C0030297,Pancreatic Neoplasm,28,DOID:1793,11920,3094
C0030297,Pancreatic Neoplasm,3091,DOID:1793,8305,3094
C0030297,Pancreatic Neoplasm,3439,DOID:1793,3185,3094
C0030297,Pancreatic Neoplasm,3440,DOID:1793,16490,3094
C0030297,Pancreatic Neoplasm,3442,DOID:1793,12133,3094
C0030297,Pancreatic Neoplasm,3576,DOID:1793,15230,3094
C0030297,Pancreatic Neoplasm,3651,DOID:1793,11111,3094
C0030297,Pancreatic Neoplasm,3791,DOID:1793,6132,3094
C0030297,Pancreatic Neoplasm,3845,DOID:1793,6802,3094
C0030297,Pancreatic Neoplasm,4061,DOID:1793,1596,3094
C0030297,Pancreatic Neoplasm,4072,DOID:1793,12957,3094
C0030297,Pancreatic Neoplasm,4221,DOID:1793,11925,3094
C0030297,Pancreatic Neoplasm,4318,DOID:1793,7270,3094
C0030297,Pancreatic Neoplasm,4609,DOID:1793,1073,3094
C0030297,Pancreatic Neoplasm,472,DOID:1793,4690,3094
C0030297,Pancreatic Neoplasm,4792,DOID:1793,11344,3094
C0030297,Pancreatic Neoplasm,5328,DOID:1793,17337,3094
C0030297,Pancreatic Neoplasm,5349,DOID:1793,15846,3094
C0030297,Pancreatic Neoplasm,54465,DOID:1793,8145,3094
C0030297,Pancreatic Neoplasm,546,DOID:1793,12930,3094
C0030297,Pancreatic Neoplasm,5468,DOID:1793,16162,3094
C0030297,Pancreatic Neoplasm,5727,DOID:1793,2652,3094
C0030297,Pancreatic Neoplasm,5728,DOID:1793,6636,3094
C0030297,Pancreatic Neoplasm,5743,DOID:1793,7319,3094
C0030297,Pancreatic Neoplasm,5744,DOID:1793,7320,3094
C0030297,Pancreatic Neoplasm,5909,DOID:1793,15711,3094
C0030297,Pancreatic Neoplasm,5925,DOID:1793,15139,3094
C0030297,Pancreatic Neoplasm,598,DOID:1793,3601,3094
C0030297,Pancreatic Neoplasm,6648,DOID:1793,6698,3094
C0030297,Pancreatic Neoplasm,6690,DOID:1793,14847,3094
C0030297,Pancreatic Neoplasm,672,DOID:1793,16679,3094
C0030297,Pancreatic Neoplasm,675,DOID:1793,16676,3094
C0030297,Pancreatic Neoplasm,6750,DOID:1793,1402,3094
C0030297,Pancreatic Neoplasm,6751,DOID:1793,1403,3094
C0030297,Pancreatic Neoplasm,6752,DOID:1793,1400,3094
C0030297,Pancreatic Neoplasm,6753,DOID:1793,1401,3094
C0030297,Pancreatic Neoplasm,6774,DOID:1793,706,3094
C0030297,Pancreatic Neoplasm,6794,DOID:1793,61,3094
C0030297,Pancreatic Neoplasm,6847,DOID:1793,3622,3094
C0030297,Pancreatic Neoplasm,688,DOID:1793,11203,3094
C0030297,Pancreatic Neoplasm,7015,DOID:1793,3907,3094
C0030297,Pancreatic Neoplasm,7040,DOID:1793,5887,3094
C0030297,Pancreatic Neoplasm,7124,DOID:1793,17192,3094
C0030297,Pancreatic Neoplasm,7157,DOID:1793,11242,3094
C0030297,Pancreatic Neoplasm,7249,DOID:1793,8879,3094
C0030297,Pancreatic Neoplasm,7298,DOID:1793,3128,3094
C0030297,Pancreatic Neoplasm,7423,DOID:1793,8017,3094
C0030297,Pancreatic Neoplasm,7490,DOID:1793,1644,3094
C0030297,Pancreatic Neoplasm,7873,DOID:1793,13666,3094
C0030297,Pancreatic Neoplasm,79728,DOID:1793,1282,3094
C0030297,Pancreatic Neoplasm,79783,DOID:1793,16123,3094
C0030297,Pancreatic Neoplasm,7980,DOID:1793,12078,3094
C0030297,Pancreatic Neoplasm,84133,DOID:1793,9152,3094
C0030297,Pancreatic Neoplasm,8626,DOID:1793,5303,3094
C0030297,Pancreatic Neoplasm,8743,DOID:1793,8937,3094
C0030297,Pancreatic Neoplasm,8795,DOID:1793,6298,3094
C0030297,Pancreatic Neoplasm,8829,DOID:1793,17797,3094
C0030297,Pancreatic Neoplasm,8837,DOID:1793,9582,3094
C0030297,Pancreatic Neoplasm,9564,DOID:1793,1509,3094
C0030297,Pancreatic Neoplasm,960,DOID:1793,12406,3094
C0030297,Pancreatic Neoplasm,999,DOID:1793,7116,3094
C0030354,Papilloma,1026,DOID:2615,4149,3459
C0030354,Papilloma,1728,DOID:2615,1889,3459
C0030354,Papilloma,1956,DOID:2615,6158,3459
C0030354,Papilloma,2064,DOID:2615,6245,3459
C0030354,Papilloma,3265,DOID:2615,2699,3459
C0030354,Papilloma,4953,DOID:2615,16035,3459
C0030354,Papilloma,5743,DOID:2615,7319,3459
C0030354,Papilloma,595,DOID:2615,3596,3459
C0030354,Papilloma,6648,DOID:2615,6698,3459
C0030354,Papilloma,6698,DOID:2615,14842,3459
C0030354,Papilloma,7040,DOID:2615,5887,3459
C0022658,Kidney Diseases,1026,DOID:557,4149,5104
C0022658,Kidney Diseases,10736,DOID:557,4607,5104
C0022658,Kidney Diseases,11136,DOID:557,1263,5104
C0022658,Kidney Diseases,1191,DOID:557,4957,5104
C0022658,Kidney Diseases,142,DOID:557,10768,5104
C0022658,Kidney Diseases,1440,DOID:557,2306,5104
C0022658,Kidney Diseases,147,DOID:557,10766,5104
C0022658,Kidney Diseases,1471,DOID:557,11901,5104
C0022658,Kidney Diseases,1489,DOID:557,17748,5104
C0022658,Kidney Diseases,150280,DOID:557,14523,5104
C0022658,Kidney Diseases,1509,DOID:557,17185,5104
C0022658,Kidney Diseases,1536,DOID:557,11718,5104
C0022658,Kidney Diseases,1558,DOID:557,5624,5104
C0022658,Kidney Diseases,1577,DOID:557,1743,5104
C0022658,Kidney Diseases,1636,DOID:557,13743,5104
C0022658,Kidney Diseases,1728,DOID:557,1889,5104
C0022658,Kidney Diseases,183,DOID:557,12090,5104
C0022658,Kidney Diseases,185,DOID:557,17160,5104
C0022658,Kidney Diseases,1906,DOID:557,16054,5104
C0022658,Kidney Diseases,1950,DOID:557,6160,5104
C0022658,Kidney Diseases,2056,DOID:557,12037,5104
C0022658,Kidney Diseases,210,DOID:557,2078,5104
C0022658,Kidney Diseases,213,DOID:557,2077,5104
C0022658,Kidney Diseases,2243,DOID:557,13355,5104
C0022658,Kidney Diseases,2247,DOID:557,6045,5104
C0022658,Kidney Diseases,23322,DOID:557,16958,5104
C0022658,Kidney Diseases,2628,DOID:557,16318,5104
C0022658,Kidney Diseases,26762,DOID:557,4660,5104
C0022658,Kidney Diseases,27283,DOID:557,13884,5104
C0022658,Kidney Diseases,284086,DOID:557,2237,5104
C0022658,Kidney Diseases,29108,DOID:557,1702,5104
C0022658,Kidney Diseases,2950,DOID:557,15833,5104
C0022658,Kidney Diseases,301,DOID:557,12594,5104
C0022658,Kidney Diseases,3075,DOID:557,11557,5104
C0022658,Kidney Diseases,3207,DOID:557,4901,5104
C0022658,Kidney Diseases,3237,DOID:557,14348,5104
C0022658,Kidney Diseases,3479,DOID:557,1857,5104
C0022658,Kidney Diseases,3557,DOID:557,16858,5104
C0022658,Kidney Diseases,3934,DOID:557,17957,5104
C0022658,Kidney Diseases,3953,DOID:557,3343,5104
C0022658,Kidney Diseases,4036,DOID:557,14183,5104
C0022658,Kidney Diseases,4353,DOID:557,5962,5104
C0022658,Kidney Diseases,4524,DOID:557,14593,5104
C0022658,Kidney Diseases,4601,DOID:557,1081,5104
C0022658,Kidney Diseases,4780,DOID:557,2370,5104
C0022658,Kidney Diseases,4843,DOID:557,3214,5104
C0022658,Kidney Diseases,4867,DOID:557,4318,5104
C0022658,Kidney Diseases,4868,DOID:557,3844,5104
C0022658,Kidney Diseases,4881,DOID:557,1788,5104
C0022658,Kidney Diseases,50484,DOID:557,7310,5104
C0022658,Kidney Diseases,5125,DOID:557,6819,5104
C0022658,Kidney Diseases,54361,DOID:557,13775,5104
C0022658,Kidney Diseases,5443,DOID:557,14386,5104
C0022658,Kidney Diseases,5465,DOID:557,14955,5104
C0022658,Kidney Diseases,54805,DOID:557,11394,5104
C0022658,Kidney Diseases,54974,DOID:557,14141,5104
C0022658,Kidney Diseases,55244,DOID:557,11524,5104
C0022658,Kidney Diseases,55764,DOID:557,4730,5104
C0022658,Kidney Diseases,567,DOID:557,13774,5104
C0022658,Kidney Diseases,5696,DOID:557,16209,5104
C0022658,Kidney Diseases,57007,DOID:557,4609,5104
C0022658,Kidney Diseases,5743,DOID:557,7319,5104
C0022658,Kidney Diseases,59,DOID:557,14721,5104
C0022658,Kidney Diseases,5950,DOID:557,8376,5104
C0022658,Kidney Diseases,5972,DOID:557,7726,5104
C0022658,Kidney Diseases,65125,DOID:557,17227,5104
C0022658,Kidney Diseases,6559,DOID:557,4351,5104
C0022658,Kidney Diseases,6582,DOID:557,18265,5104
C0022658,Kidney Diseases,6648,DOID:557,6698,5104
C0022658,Kidney Diseases,6678,DOID:557,16523,5104
C0022658,Kidney Diseases,7015,DOID:557,3907,5104
C0022658,Kidney Diseases,7020,DOID:557,6512,5104
C0022658,Kidney Diseases,7033,DOID:557,13877,5104
C0022658,Kidney Diseases,7040,DOID:557,5887,5104
C0022658,Kidney Diseases,7369,DOID:557,6485,5104
C0022658,Kidney Diseases,793,DOID:557,1569,5104
C0022658,Kidney Diseases,79809,DOID:557,11325,5104
C0022658,Kidney Diseases,834,DOID:557,1850,5104
C0022658,Kidney Diseases,8437,DOID:557,8408,5104
C0022658,Kidney Diseases,84560,DOID:557,2879,5104
C0022658,Kidney Diseases,84662,DOID:557,4575,5104
C0022658,Kidney Diseases,90865,DOID:557,10741,5104
C0022658,Kidney Diseases,9104,DOID:557,5974,5104
C0022658,Kidney Diseases,9365,DOID:557,6109,5104
C0022658,Kidney Diseases,9899,DOID:557,13275,5104
C0206062,"Lung Diseases, Interstitial",10144,DOID:3082,10271,3695
C0206062,"Lung Diseases, Interstitial",1314,DOID:3082,12236,3695
C0206062,"Lung Diseases, Interstitial",151827,DOID:3082,18291,3695
C0206062,"Lung Diseases, Interstitial",1832,DOID:3082,6120,3695
C0206062,"Lung Diseases, Interstitial",23250,DOID:3082,5978,3695
C0206062,"Lung Diseases, Interstitial",29119,DOID:3082,9956,3695
C0206062,"Lung Diseases, Interstitial",3712,DOID:3082,8772,3695
C0206062,"Lung Diseases, Interstitial",4137,DOID:3082,16204,3695
C0206062,"Lung Diseases, Interstitial",4583,DOID:3082,2347,3695
C0206062,"Lung Diseases, Interstitial",64478,DOID:3082,18169,3695
C0206062,"Lung Diseases, Interstitial",64798,DOID:3082,963,3695
C0206062,"Lung Diseases, Interstitial",6648,DOID:3082,6698,3695
C0206062,"Lung Diseases, Interstitial",7015,DOID:3082,3907,3695
C0206062,"Lung Diseases, Interstitial",79991,DOID:3082,4316,3695
C0206062,"Lung Diseases, Interstitial",91039,DOID:3082,8613,3695
C0007117,Basal cell carcinoma,100048912,DOID:2513,19068,3407
C0007117,Basal cell carcinoma,130540,DOID:2513,3270,3407
C0007117,Basal cell carcinoma,26166,DOID:2513,4469,3407
C0007117,Basal cell carcinoma,2736,DOID:2513,10170,3407
C0007117,Basal cell carcinoma,3569,DOID:2513,8535,3407
C0007117,Basal cell carcinoma,3852,DOID:2513,7024,3407
C0007117,Basal cell carcinoma,3872,DOID:2513,6309,3407
C0007117,Basal cell carcinoma,4157,DOID:2513,15678,3407
C0007117,Basal cell carcinoma,434,DOID:2513,5984,3407
C0007117,Basal cell carcinoma,51151,DOID:2513,10758,3407
C0007117,Basal cell carcinoma,5727,DOID:2513,2652,3407
C0007117,Basal cell carcinoma,5921,DOID:2513,15143,3407
C0007117,Basal cell carcinoma,6608,DOID:2513,10883,3407
C0007117,Basal cell carcinoma,7015,DOID:2513,3907,3407
C0007117,Basal cell carcinoma,7053,DOID:2513,14684,3407
C0007117,Basal cell carcinoma,7157,DOID:2513,11242,3407
C0007117,Basal cell carcinoma,7299,DOID:2513,3129,3407
C0007117,Basal cell carcinoma,7507,DOID:2513,7523,3407
C0007117,Basal cell carcinoma,7517,DOID:2513,13894,3407
C0007117,Basal cell carcinoma,81037,DOID:2513,1582,3407
C0007117,Basal cell carcinoma,8643,DOID:2513,7305,3407
C2239176,Liver carcinoma,100124700,DOID:684,11819,5679
C2239176,Liver carcinoma,100507436,DOID:684,14049,5679
C2239176,Liver carcinoma,1012,DOID:684,5939,5679
C2239176,Liver carcinoma,1027,DOID:684,15838,5679
C2239176,Liver carcinoma,1029,DOID:684,15845,5679
C2239176,Liver carcinoma,1033,DOID:684,6574,5679
C2239176,Liver carcinoma,10468,DOID:684,12463,5679
C2239176,Liver carcinoma,10476,DOID:684,2887,5679
C2239176,Liver carcinoma,1050,DOID:684,7240,5679
C2239176,Liver carcinoma,1051,DOID:684,7241,5679
C2239176,Liver carcinoma,1052,DOID:684,7242,5679
C2239176,Liver carcinoma,10537,DOID:684,1826,5679
C2239176,Liver carcinoma,10553,DOID:684,17813,5679
C2239176,Liver carcinoma,10788,DOID:684,3701,5679
C2239176,Liver carcinoma,10961,DOID:684,13934,5679
C2239176,Liver carcinoma,10987,DOID:684,14537,5679
C2239176,Liver carcinoma,11315,DOID:684,4588,5679
C2239176,Liver carcinoma,117145,DOID:684,11424,5679
C2239176,Liver carcinoma,118,DOID:684,17476,5679
C2239176,Liver carcinoma,122953,DOID:684,6943,5679
C2239176,Liver carcinoma,1230,DOID:684,15018,5679
C2239176,Liver carcinoma,1312,DOID:684,12238,5679
C2239176,Liver carcinoma,1356,DOID:684,13495,5679
C2239176,Liver carcinoma,1401,DOID:684,3627,5679
C2239176,Liver carcinoma,1499,DOID:684,14960,5679
C2239176,Liver carcinoma,1509,DOID:684,17185,5679
C2239176,Liver carcinoma,1540,DOID:684,605,5679
C2239176,Liver carcinoma,1543,DOID:684,604,5679
C2239176,Liver carcinoma,1571,DOID:684,9642,5679
C2239176,Liver carcinoma,1586,DOID:684,1938,5679
C2239176,Liver carcinoma,1636,DOID:684,13743,5679
C2239176,Liver carcinoma,1646,DOID:684,4226,5679
C2239176,Liver carcinoma,174,DOID:684,459,5679
C2239176,Liver carcinoma,1806,DOID:684,14902,5679
C2239176,Liver carcinoma,1869,DOID:684,16560,5679
C2239176,Liver carcinoma,1950,DOID:684,6160,5679
C2239176,Liver carcinoma,1956,DOID:684,6158,5679
C2239176,Liver carcinoma,196528,DOID:684,12829,5679
C2239176,Liver carcinoma,2,DOID:684,1651,5679
C2239176,Liver carcinoma,2023,DOID:684,12140,5679
C2239176,Liver carcinoma,2052,DOID:684,5190,5679
C2239176,Liver carcinoma,2099,DOID:684,6424,5679
C2239176,Liver carcinoma,2108,DOID:684,16580,5679
C2239176,Liver carcinoma,2147,DOID:684,15506,5679
C2239176,Liver carcinoma,2171,DOID:684,3543,5679
C2239176,Liver carcinoma,2182,DOID:684,1067,5679
C2239176,Liver carcinoma,2194,DOID:684,10093,5679
C2239176,Liver carcinoma,2203,DOID:684,9548,5679
C2239176,Liver carcinoma,2222,DOID:684,15134,5679
C2239176,Liver carcinoma,2248,DOID:684,13345,5679
C2239176,Liver carcinoma,2249,DOID:684,13346,5679
C2239176,Liver carcinoma,22937,DOID:684,3822,5679
C2239176,Liver carcinoma,2305,DOID:684,381,5679
C2239176,Liver carcinoma,23095,DOID:684,16945,5679
C2239176,Liver carcinoma,2353,DOID:684,8086,5679
C2239176,Liver carcinoma,2475,DOID:684,13651,5679
C2239176,Liver carcinoma,2597,DOID:684,16284,5679
C2239176,Liver carcinoma,2658,DOID:684,8462,5679
C2239176,Liver carcinoma,2705,DOID:684,10755,5679
C2239176,Liver carcinoma,2719,DOID:684,10803,5679
C2239176,Liver carcinoma,27232,DOID:684,1099,5679
C2239176,Liver carcinoma,2752,DOID:684,12137,5679
C2239176,Liver carcinoma,2810,DOID:684,13764,5679
C2239176,Liver carcinoma,2897,DOID:684,11283,5679
C2239176,Liver carcinoma,29108,DOID:684,1702,5679
C2239176,Liver carcinoma,29126,DOID:684,922,5679
C2239176,Liver carcinoma,2923,DOID:684,9218,5679
C2239176,Liver carcinoma,2944,DOID:684,7236,5679
C2239176,Liver carcinoma,2950,DOID:684,15833,5679
C2239176,Liver carcinoma,307,DOID:684,12598,5679
C2239176,Liver carcinoma,3082,DOID:684,1382,5679
C2239176,Liver carcinoma,3083,DOID:684,14318,5679
C2239176,Liver carcinoma,31,DOID:684,12881,5679
C2239176,Liver carcinoma,3148,DOID:684,16916,5679
C2239176,Liver carcinoma,3156,DOID:684,8597,5679
C2239176,Liver carcinoma,324,DOID:684,13269,5679
C2239176,Liver carcinoma,325,DOID:684,13270,5679
C2239176,Liver carcinoma,3265,DOID:684,2699,5679
C2239176,Liver carcinoma,328,DOID:684,13272,5679
C2239176,Liver carcinoma,3284,DOID:684,7475,5679
C2239176,Liver carcinoma,3309,DOID:684,6196,5679
C2239176,Liver carcinoma,3313,DOID:684,15551,5679
C2239176,Liver carcinoma,3315,DOID:684,15553,5679
C2239176,Liver carcinoma,332,DOID:684,3685,5679
C2239176,Liver carcinoma,335,DOID:684,3678,5679
