DOID 1,DOID 2,Disease 1,Disease 2
DOID:10845,DOID:934,1575,6612
DOID:10846,DOID:5295,1576,4929
DOID:10849,DOID:0060043,1577,682
DOID:1085,DOID:0080014,1578,1172
DOID:10852,DOID:10754,1579,1535
DOID:10854,DOID:403,1580,4220
DOID:10863,DOID:540,1581,4995
DOID:10864,DOID:10863,1582,1581
DOID:10865,DOID:3817,1583,4115
DOID:10866,DOID:10863,1584,1581
DOID:10869,DOID:10863,1585,1581
DOID:10871,DOID:2007,1586,3188
DOID:10873,DOID:2007,1587,3188
DOID:1088,DOID:0080016,1588,1174
DOID:10880,DOID:3875,1589,4142
DOID:10881,DOID:934,1590,6612
DOID:10882,DOID:934,1591,6612
DOID:10883,DOID:934,1592,6612
DOID:10887,DOID:1024,1593,1355
DOID:1089,DOID:319,1594,3761
DOID:10892,DOID:0080015,1595,1173
DOID:10907,DOID:2490,1596,3396
DOID:10908,DOID:1443,1597,2831
DOID:1091,DOID:403,1598,4220
DOID:10913,DOID:10825,1599,1568
DOID:10914,DOID:1561,1600,2978
DOID:10915,DOID:5113,1601,4817
DOID:10919,DOID:1234,1602,2131
DOID:10921,DOID:11104,1603,1674
DOID:10923,DOID:0050737,1604,382
DOID:10927,DOID:750,1605,5942
DOID:10930,DOID:1510,1606,2956
DOID:10931,DOID:1510,1607,2956
DOID:10932,DOID:1510,1608,2956
DOID:10933,DOID:2030,1609,3196
DOID:10934,DOID:10935,1610,1611
DOID:10935,DOID:150,1611,2953
DOID:10936,DOID:1510,1612,2956
DOID:10937,DOID:150,1613,2953
DOID:10938,DOID:1510,1614,2956
DOID:10939,DOID:1510,1615,2956
DOID:1094,DOID:0060038,1616,677
DOID:10941,DOID:3527,1617,3962
DOID:10944,DOID:403,1618,4220
DOID:10952,DOID:557,1619,5104
DOID:10955,DOID:883,1620,6444
DOID:10963,DOID:10964,1621,1622
DOID:10964,DOID:869,1622,6410
DOID:10965,DOID:0050669,1623,316
DOID:10966,DOID:2921,1624,3615
DOID:10967,DOID:0050669,1625,316
DOID:10968,DOID:0050669,1626,316
DOID:10969,DOID:331,1627,3835
DOID:10970,DOID:0050669,1628,316
DOID:10971,DOID:10972,1629,1630
DOID:10972,DOID:5733,1630,5218
DOID:10973,DOID:5733,1631,5218
DOID:10974,DOID:1100,1632,1643
DOID:10976,DOID:2921,1633,3615
DOID:1098,DOID:11252,1634,1746
DOID:10983,DOID:0050737,1635,382
DOID:10986,DOID:1222,1636,2085
DOID:10989,DOID:4251,1637,4340
DOID:1099,DOID:10241,1638,1356
DOID:10991,DOID:6713,1639,5637
DOID:10992,DOID:639,1640,5504
DOID:10997,DOID:9669,1641,6735
DOID:110,DOID:5614,1642,5134
DOID:1100,DOID:229,1643,3316
DOID:11014,DOID:3128,1644,3723
DOID:11028,DOID:10139,1645,1311
DOID:11029,DOID:10139,1646,1311
DOID:11030,DOID:10124,1647,1303
DOID:11031,DOID:11030,1648,1647
DOID:11032,DOID:11030,1649,1647
DOID:11033,DOID:11030,1650,1647
DOID:11034,DOID:11030,1651,1647
DOID:11036,DOID:2921,1652,3615
DOID:11037,DOID:10935,1653,1611
DOID:11038,DOID:10935,1654,1611
DOID:11042,DOID:225,1655,3303
DOID:11044,DOID:0080015,1656,1173
DOID:11049,DOID:850,1657,6319
DOID:11054,DOID:3996,1658,4197
DOID:11055,DOID:0050338,1659,108
DOID:1106,DOID:5041,1660,4784
DOID:11060,DOID:780,1661,6065
DOID:1107,DOID:5041,1662,4784
DOID:11076,DOID:11077,1663,1664
DOID:11077,DOID:0050338,1664,108
DOID:11079,DOID:4110,1665,4266
DOID:1108,DOID:5041,1666,4784
DOID:11080,DOID:4110,1667,4266
DOID:11086,DOID:5679,1668,5173
DOID:11088,DOID:1579,1669,2991
DOID:11100,DOID:0050338,1670,108
DOID:11101,DOID:11102,1671,1672
DOID:11102,DOID:0050338,1672,108
DOID:11103,DOID:11104,1673,1674
DOID:11104,DOID:0050338,1674,108
DOID:11105,DOID:8501,1675,6321
DOID:11111,DOID:5200,1676,4874
DOID:11119,DOID:2769,1677,3549
DOID:11120,DOID:10132,1678,1309
DOID:11121,DOID:5330,1679,4949
DOID:11123,DOID:9809,1680,6791
DOID:11125,DOID:2218,1681,3284
DOID:11126,DOID:1588,1682,2997
DOID:11129,DOID:2742,1683,3530
DOID:11130,DOID:10763,1684,1539
DOID:11132,DOID:47,1685,4596
DOID:11133,DOID:11132,1686,1685
DOID:11134,DOID:1400,1687,2680
DOID:1114,DOID:5041,1688,4784
DOID:11148,DOID:1686,1689,3040
DOID:11149,DOID:1686,1690,3040
DOID:1115,DOID:0050687,1691,334
DOID:11151,DOID:0060262,1692,891
DOID:11153,DOID:1382,1693,2617
DOID:11155,DOID:1383,1694,2621
DOID:11156,DOID:1383,1695,2621
DOID:1116,DOID:0050339,1696,109
DOID:11161,DOID:11162,1697,1698
DOID:11162,DOID:850,1698,6319
DOID:11164,DOID:1237,1699,2149
DOID:11165,DOID:934,1700,6612
DOID:11168,DOID:934,1701,6612
DOID:11175,DOID:930,1702,6600
DOID:11177,DOID:238,1703,3354
DOID:11180,DOID:10754,1704,1535
DOID:11181,DOID:11180,1705,1704
DOID:11184,DOID:6195,1706,5421
DOID:11186,DOID:0050292,1707,100
DOID:11189,DOID:5330,1708,4949
DOID:11190,DOID:11184,1709,1706
DOID:11193,DOID:11971,1710,1995
DOID:11195,DOID:974,1711,6761
DOID:11197,DOID:11184,1712,1706
DOID:11198,DOID:11200,1713,1716
DOID:11199,DOID:11201,1714,1717
DOID:112,DOID:866,1715,6395
DOID:11200,DOID:612,1716,5399
DOID:11201,DOID:28,1717,3565
DOID:11202,DOID:13543,1718,2518
DOID:11203,DOID:11204,1719,1720
DOID:11204,DOID:2475,1720,3389
DOID:11206,DOID:302,1721,3667
DOID:11211,DOID:11212,1722,1723
DOID:11212,DOID:0050593,1723,246
DOID:11213,DOID:11184,1724,1706
DOID:11217,DOID:5782,1725,5251
DOID:11219,DOID:11184,1726,1706
DOID:11223,DOID:5295,1727,4929
DOID:11227,DOID:934,1728,6612
DOID:1123,DOID:381,1729,4111
DOID:11230,DOID:930,1730,6600
DOID:11231,DOID:9957,1731,6856
DOID:11232,DOID:11230,1732,1730
DOID:11233,DOID:11230,1733,1730
DOID:11234,DOID:11230,1734,1730
DOID:11235,DOID:2742,1735,3530
DOID:11239,DOID:10155,1736,1320
DOID:11240,DOID:4610,1737,4541
DOID:11241,DOID:11239,1738,1736
DOID:11242,DOID:8432,1739,6285
DOID:11243,DOID:11244,1740,1741
DOID:11244,DOID:2355,1741,3344
DOID:11245,DOID:1227,1742,2099
DOID:11246,DOID:11247,1743,1744
DOID:11247,DOID:2452,1744,3379
DOID:11249,DOID:5113,1745,4817
DOID:11252,DOID:2355,1746,3344
DOID:11254,DOID:0050480,1747,167
DOID:11256,DOID:0050338,1748,108
DOID:11257,DOID:591,1749,5314
DOID:11258,DOID:11102,1750,1672
DOID:11260,DOID:934,1751,6612
DOID:11262,DOID:0050338,1752,108
DOID:11263,DOID:0050339,1753,109
DOID:11265,DOID:0050339,1754,109
DOID:11266,DOID:934,1755,6612
DOID:11267,DOID:1237,1756,2149
DOID:11269,DOID:823,1757,6221
DOID:11277,DOID:7998,1758,6132
DOID:11282,DOID:11086,1759,1668
DOID:11283,DOID:11086,1760,1668
DOID:11285,DOID:4109,1761,4265
DOID:11289,DOID:841,1762,6274
DOID:1129,DOID:1130,1763,1767
DOID:11294,DOID:255,1764,3425
DOID:11295,DOID:2462,1765,3385
DOID:11299,DOID:5976,1766,5335
DOID:1130,DOID:3646,1767,4021
DOID:11302,DOID:1395,1768,2663
DOID:11312,DOID:0050822,1769,466
DOID:11315,DOID:1731,1770,3060
DOID:11316,DOID:3612,1771,4002
DOID:11320,DOID:934,1772,6612
DOID:11328,DOID:2468,1773,3386
DOID:11329,DOID:65,1774,5546
DOID:11330,DOID:2723,1775,3518
DOID:11335,DOID:2916,1776,3611
DOID:11336,DOID:0050338,1777,108
DOID:11337,DOID:0050339,1778,109
DOID:11338,DOID:0050338,1779,108
DOID:11339,DOID:2473,1780,3387
DOID:1134,DOID:1483,1781,2946
DOID:11342,DOID:1237,1782,2149
DOID:11343,DOID:5614,1783,5134
DOID:11353,DOID:365,1784,4023
DOID:11354,DOID:11355,1785,1786
DOID:11355,DOID:9590,1786,6708
DOID:11360,DOID:934,1787,6612
DOID:11364,DOID:110,1788,1642
DOID:11367,DOID:110,1789,1642
DOID:11371,DOID:5353,1790,4966
DOID:11372,DOID:5353,1791,4966
DOID:11374,DOID:3128,1792,3723
DOID:11379,DOID:883,1793,6444
DOID:1138,DOID:1140,1794,1804
DOID:11382,DOID:4677,1795,4575
DOID:11383,DOID:0080015,1796,1173
DOID:11385,DOID:93,1797,6599
DOID:11387,DOID:331,1798,3835
DOID:11389,DOID:331,1799,3835
DOID:11390,DOID:6713,1800,5637
DOID:11394,DOID:11162,1801,1698
DOID:11396,DOID:11162,1802,1698
DOID:114,DOID:1287,1803,2289
DOID:1140,DOID:5612,1804,5133
DOID:11400,DOID:2744,1805,3532
DOID:11401,DOID:1076,1806,1537
DOID:11405,DOID:0050338,1807,108
DOID:11406,DOID:1417,1808,2741
DOID:1142,DOID:1143,1809,1814
DOID:11424,DOID:289,1810,3603
DOID:11427,DOID:289,1811,3603
DOID:11428,DOID:5295,1812,4929
DOID:11429,DOID:289,1813,3603
DOID:1143,DOID:540,1814,4995
DOID:11430,DOID:289,1815,3603
DOID:11431,DOID:289,1816,3603
DOID:11432,DOID:289,1817,3603
DOID:11446,DOID:12528,1818,2193
DOID:11450,DOID:9809,1819,6791
DOID:11452,DOID:2383,1820,3356
DOID:11457,DOID:936,1821,6619
DOID:11459,DOID:9428,1822,6646
DOID:11465,DOID:574,1823,5219
DOID:11472,DOID:2596,1824,3447
DOID:11476,DOID:0080011,1825,1171
DOID:1148,DOID:0080015,1826,1173
DOID:11481,DOID:1787,1827,3088
DOID:11482,DOID:118,1828,1942
DOID:11486,DOID:11504,1829,1835
DOID:11488,DOID:11465,1830,1823
DOID:11491,DOID:5113,1831,4817
DOID:115,DOID:118,1832,1942
DOID:11502,DOID:61,1833,5387
DOID:11503,DOID:9743,1834,6765
DOID:11504,DOID:11465,1835,1823
DOID:11506,DOID:10754,1836,1535
DOID:11507,DOID:8670,1837,6400
DOID:11512,DOID:272,1838,3516
DOID:11514,DOID:10944,1839,1618
DOID:11516,DOID:114,1840,1803
DOID:11518,DOID:238,1841,3354
DOID:11520,DOID:1073,1842,1530
DOID:11527,DOID:786,1843,6087
DOID:11541,DOID:1237,1844,2149
DOID:11543,DOID:9858,1845,6815
DOID:11547,DOID:10124,1846,1303
DOID:11549,DOID:225,1847,3303
DOID:11550,DOID:562,1848,5136
DOID:11552,DOID:10124,1849,1303
DOID:11554,DOID:2566,1850,3435
DOID:11555,DOID:0060443,1851,1072
DOID:11557,DOID:3697,1852,4052
DOID:11558,DOID:11557,1853,1852
DOID:1156,DOID:848,1854,6310
DOID:11561,DOID:5679,1855,5173
DOID:11563,DOID:865,1856,6391
DOID:11569,DOID:4737,1857,4613
DOID:11572,DOID:9470,1858,6661
DOID:11573,DOID:0050338,1859,108
DOID:11574,DOID:9470,1860,6661
DOID:11577,DOID:574,1861,5219
DOID:11581,DOID:9368,1862,6623
DOID:11589,DOID:0050548,1863,208
DOID:1159,DOID:76,1864,5994
DOID:11593,DOID:11054,1865,1658
DOID:11594,DOID:11595,1866,1867
DOID:11595,DOID:11343,1867,1783
DOID:11599,DOID:11465,1868,1823
DOID:116,DOID:117,1869,1897
DOID:11603,DOID:3463,1870,3927
DOID:11608,DOID:9471,1871,6662
DOID:11612,DOID:225,1872,3303
DOID:11613,DOID:1923,1873,3146
DOID:11615,DOID:3856,1874,4132
DOID:11623,DOID:5330,1875,4949
DOID:11624,DOID:0060087,1876,722
DOID:11629,DOID:1284,1877,2281
DOID:11633,DOID:1459,1878,2887
DOID:11634,DOID:1459,1879,2887
DOID:11637,DOID:10034,1880,1278
DOID:11638,DOID:9835,1881,6801
DOID:11653,DOID:4251,1882,4340
DOID:11656,DOID:8502,1883,6322
DOID:1166,DOID:225,1884,3303
DOID:11661,DOID:13399,1885,2466
DOID:11664,DOID:1073,1886,1530
DOID:11665,DOID:0080014,1887,1172
DOID:11668,DOID:10123,1888,1302
DOID:11669,DOID:420,1889,4310
DOID:11671,DOID:4535,1890,4505
DOID:11678,DOID:1080,1891,1555
DOID:1168,DOID:3146,1892,3736
DOID:11684,DOID:6498,1893,5545
DOID:11685,DOID:6498,1894,5545
DOID:11693,DOID:823,1895,6221
DOID:11695,DOID:866,1896,6395
DOID:117,DOID:176,1897,3075
DOID:11701,DOID:11702,1898,1899
DOID:11702,DOID:6025,1899,5358
DOID:11705,DOID:557,1900,5104
DOID:1171,DOID:1168,1901,1892
DOID:11712,DOID:9352,1902,6617
DOID:11713,DOID:341,1903,3898
DOID:11714,DOID:9351,1904,6616
DOID:11716,DOID:9351,1905,6616
DOID:11717,DOID:9351,1906,6616
DOID:11718,DOID:302,1907,3667
DOID:11719,DOID:9884,1908,6827
DOID:1172,DOID:1168,1909,1892
DOID:11720,DOID:9884,1910,6827
DOID:11721,DOID:2747,1911,3535
DOID:11722,DOID:450,1912,4484
DOID:11723,DOID:9884,1913,6827
DOID:11724,DOID:9884,1914,6827
DOID:11725,DOID:630,1915,5474
DOID:11726,DOID:9884,1916,6827
DOID:11727,DOID:9884,1917,6827
DOID:11729,DOID:0050338,1918,108
DOID:11736,DOID:216,1919,3265
DOID:11746,DOID:11747,1920,1921
DOID:11747,DOID:363,1921,4011
DOID:11748,DOID:1725,1922,3055
DOID:11750,DOID:1116,1923,1696
DOID:11752,DOID:9724,1924,6755
DOID:11754,DOID:9799,1925,6787
DOID:11755,DOID:4137,1926,4278
DOID:11758,DOID:5113,1927,4817
DOID:11759,DOID:2355,1928,3344
DOID:1176,DOID:0050161,1929,58
DOID:11760,DOID:8125,1930,6180
DOID:11766,DOID:790,1931,6095
DOID:11771,DOID:9650,1932,6730
DOID:11772,DOID:9799,1933,6787
DOID:11776,DOID:9799,1934,6787
DOID:11781,DOID:11782,1935,1936
DOID:11782,DOID:9835,1936,6801
DOID:11783,DOID:2742,1937,3530
DOID:11786,DOID:2529,1938,3415
DOID:11787,DOID:2529,1939,3415
DOID:11793,DOID:1237,1940,2149
DOID:11797,DOID:3437,1941,3911
DOID:118,DOID:0050829,1942,473
DOID:11801,DOID:5113,1943,4817
DOID:11809,DOID:11054,1944,1658
DOID:11811,DOID:11054,1945,1658
DOID:11812,DOID:11054,1946,1658
DOID:11813,DOID:11054,1947,1658
DOID:11814,DOID:11054,1948,1658
DOID:11816,DOID:9799,1949,6787
DOID:11817,DOID:11054,1950,1658
DOID:11818,DOID:11819,1951,1952
DOID:11819,DOID:3996,1952,4197
DOID:11820,DOID:11054,1953,1658
DOID:11821,DOID:11054,1954,1658
DOID:11823,DOID:409,1955,4263
DOID:11824,DOID:225,1956,3303
DOID:11829,DOID:9799,1957,6787
DOID:11830,DOID:9835,1958,6801
DOID:11831,DOID:5691,1959,5180
DOID:11832,DOID:5691,1960,5180
DOID:11836,DOID:0080006,1961,1167
DOID:11838,DOID:11615,1962,1874
DOID:11839,DOID:11615,1963,1874
DOID:1184,DOID:2527,1964,3414
DOID:11840,DOID:3393,1965,3894
DOID:11843,DOID:3393,1966,3894
DOID:11847,DOID:3393,1967,3894
DOID:11850,DOID:9835,1968,6801
DOID:11851,DOID:1024,1969,1355
DOID:11853,DOID:1143,1970,1814
DOID:11864,DOID:1979,1971,3175
DOID:11868,DOID:1240,1972,2162
DOID:1187,DOID:1188,1973,1978
DOID:11870,DOID:1289,1974,2292
DOID:11871,DOID:4677,1975,4575
DOID:11874,DOID:8499,1976,6318
DOID:11875,DOID:9637,1977,6726
DOID:1188,DOID:870,1978,6414
DOID:11885,DOID:731,1979,5868
DOID:11887,DOID:11885,1980,1979
DOID:11888,DOID:956,1981,6697
DOID:11889,DOID:0050671,1982,318
DOID:119,DOID:120,1983,2007
DOID:11905,DOID:1245,1984,2173
DOID:11907,DOID:8504,1985,6324
DOID:11914,DOID:1159,1986,1864
DOID:11917,DOID:8913,1987,6467
DOID:1192,DOID:3093,1988,3700
DOID:11920,DOID:0050615,1989,265
DOID:11934,DOID:0050686,1990,333
DOID:11949,DOID:649,1991,5539
DOID:1195,DOID:870,1992,6414
DOID:11963,DOID:6050,1993,5369
DOID:11968,DOID:2170,1994,3268
DOID:11971,DOID:1934,1995,3158
DOID:11975,DOID:1393,1996,2653
DOID:11976,DOID:0050338,1997,108
DOID:11981,DOID:9970,1998,6861
DOID:11983,DOID:0080014,1999,1172
DOID:11984,DOID:0060036,2000,675
DOID:11988,DOID:11653,2001,1882
DOID:11990,DOID:2123,2002,3243
DOID:11991,DOID:4254,2003,4343
DOID:11994,DOID:2519,2004,3411
DOID:11996,DOID:2519,2005,3411
DOID:11997,DOID:48,2006,4651
DOID:120,DOID:193,2007,3153
DOID:12001,DOID:11920,2008,1989
DOID:12002,DOID:11920,2009,1989
DOID:12003,DOID:4876,2010,4691
DOID:1201,DOID:338,2011,3886
DOID:12010,DOID:1891,2012,3130
DOID:12016,DOID:368,2013,4041
DOID:12028,DOID:656,2014,5572
DOID:12029,DOID:417,2015,4296
DOID:1203,DOID:8646,2016,6389
DOID:12030,DOID:13141,2017,2380
DOID:12043,DOID:2383,2018,3356
DOID:1205,DOID:0060056,2019,694
DOID:12053,DOID:2473,2020,3387
DOID:12055,DOID:9471,2021,6662
DOID:1206,DOID:0060040,2022,679
DOID:12064,DOID:4691,2023,4589
DOID:12070,DOID:76,2024,5994
DOID:12072,DOID:76,2025,5994
DOID:12084,DOID:2092,2026,3229
DOID:12087,DOID:11382,2027,1795
DOID:1209,DOID:1210,2028,2032
DOID:12096,DOID:0050338,2029,108
DOID:12098,DOID:561,2030,5132
DOID:121,DOID:229,2031,3316
DOID:1210,DOID:1891,2032,3130
DOID:12105,DOID:6590,2033,5586
DOID:12108,DOID:8465,2034,6304
DOID:12117,DOID:850,2035,6319
DOID:12118,DOID:12119,2036,2037
DOID:12119,DOID:2351,2037,3341
DOID:12120,DOID:850,2038,6319
DOID:12123,DOID:3770,2039,4099
DOID:12124,DOID:11343,2040,1783
DOID:12125,DOID:9368,2041,6623
DOID:12128,DOID:8670,2042,6400
DOID:12129,DOID:8670,2043,6400
DOID:12132,DOID:417,2044,4296
DOID:12134,DOID:0050735,2045,380
DOID:12139,DOID:3324,2046,3849
DOID:1214,DOID:5782,2047,5251
DOID:12140,DOID:10113,2048,1299
DOID:12143,DOID:365,2049,4023
DOID:12144,DOID:365,2050,4023
DOID:12145,DOID:365,2051,4023
DOID:12148,DOID:1496,2052,2950
DOID:12155,DOID:934,2053,6612
DOID:12156,DOID:9471,2054,6662
DOID:12157,DOID:10310,2055,1379
DOID:12161,DOID:8466,2056,6305
DOID:12162,DOID:12161,2057,2056
DOID:12163,DOID:12161,2058,2056
DOID:12164,DOID:12161,2059,2056
DOID:12165,DOID:12161,2060,2056
DOID:12166,DOID:12161,2061,2056
DOID:12167,DOID:12161,2062,2056
DOID:12168,DOID:572,2063,5206
DOID:12169,DOID:573,2064,5214
DOID:1217,DOID:883,2065,6444
DOID:12170,DOID:572,2066,5206
DOID:12171,DOID:1188,2067,1978
DOID:12175,DOID:12176,2068,2069
DOID:12176,DOID:50,2069,4771
DOID:12177,DOID:2583,2070,3444
DOID:12179,DOID:8913,2071,6467
DOID:1218,DOID:883,2072,6444
DOID:12185,DOID:4539,2073,4506
DOID:1219,DOID:883,2074,6444
DOID:12190,DOID:219,2075,3275
DOID:12191,DOID:12190,2076,2075
DOID:12192,DOID:219,2077,3275
DOID:12196,DOID:4677,2078,4575
DOID:12197,DOID:9368,2079,6623
DOID:12205,DOID:934,2080,6612
DOID:12206,DOID:12205,2081,2080
DOID:12211,DOID:1080,2082,1555
DOID:12215,DOID:780,2083,6065
DOID:12217,DOID:1307,2084,2347
DOID:1222,DOID:6227,2085,5439
DOID:12223,DOID:2965,2086,3633
DOID:12225,DOID:381,2087,4111
DOID:12234,DOID:76,2088,5994
DOID:12236,DOID:5082,2089,4806
DOID:12237,DOID:9741,2090,6763
DOID:12239,DOID:4284,2091,4359
DOID:12241,DOID:10241,2092,1356
DOID:12246,DOID:11608,2093,1871
DOID:12252,DOID:3947,2094,4175
DOID:12253,DOID:2998,2095,3652
DOID:12257,DOID:9553,2096,6696
DOID:12259,DOID:2214,2097,3280
DOID:12265,DOID:10972,2098,1630
DOID:1227,DOID:12987,2099,2323
DOID:12270,DOID:5614,2100,5134
DOID:12271,DOID:240,2101,3361
DOID:12273,DOID:9835,2102,6801
DOID:12275,DOID:4223,2103,4323
DOID:12276,DOID:2998,2104,3652
DOID:12282,DOID:3875,2105,4142
DOID:12286,DOID:2998,2106,3652
DOID:12287,DOID:934,2107,6612
DOID:1229,DOID:5419,2108,5005
DOID:12294,DOID:3324,2109,3849
DOID:12297,DOID:417,2110,4296
DOID:12298,DOID:3121,2111,3720
DOID:12304,DOID:11653,2112,1882
DOID:12305,DOID:10123,2113,1302
DOID:12306,DOID:417,2114,4296
DOID:12307,DOID:11547,2115,1846
DOID:12308,DOID:2741,2116,3529
DOID:12309,DOID:3663,2117,4030
DOID:12311,DOID:11547,2118,1846
DOID:12318,DOID:0060441,2119,1070
DOID:12323,DOID:2841,2120,3581
DOID:12325,DOID:12326,2121,2122
DOID:12326,DOID:8515,2122,6332
DOID:12328,DOID:11801,2123,1943
DOID:1233,DOID:1235,2124,2136
DOID:12332,DOID:48,2125,4651
DOID:12333,DOID:48,2126,4651
DOID:12335,DOID:48,2127,4651
DOID:12336,DOID:48,2128,4651
DOID:12337,DOID:9742,2129,6764
DOID:12339,DOID:5875,2130,5300
DOID:1234,DOID:150,2131,2953
DOID:12341,DOID:5875,2132,5300
DOID:12342,DOID:5875,2133,5300
DOID:12347,DOID:2256,2134,3306
DOID:12349,DOID:790,2135,6095
DOID:1235,DOID:0060044,2136,683
DOID:12351,DOID:2237,2137,3299
DOID:12355,DOID:1679,2138,3036
DOID:12357,DOID:1468,2139,2897
DOID:12358,DOID:9739,2140,6760
DOID:12359,DOID:930,2141,6600
DOID:12360,DOID:930,2142,6600
DOID:12361,DOID:0060005,2143,646
DOID:12362,DOID:12359,2144,2141
DOID:12363,DOID:930,2145,6600
DOID:12364,DOID:930,2146,6600
DOID:12365,DOID:2789,2147,3561
DOID:12369,DOID:732,2148,5872
DOID:1237,DOID:10124,2149,1303
DOID:12375,DOID:552,2150,5065
DOID:12376,DOID:0060160,2151,789
DOID:12377,DOID:231,2152,3322
DOID:12382,DOID:2234,2153,3296
DOID:12384,DOID:100,2154,1262
DOID:12385,DOID:0050338,2155,108
DOID:12386,DOID:2789,2156,3561
DOID:12387,DOID:11705,2157,1900
DOID:12388,DOID:26,2158,3451
DOID:12395,DOID:12397,2159,2160
DOID:12397,DOID:530,2160,4934
DOID:12399,DOID:10937,2161,1613
DOID:1240,DOID:2531,2162,3417
DOID:12400,DOID:10937,2163,1613
DOID:12401,DOID:10937,2164,1613
DOID:12402,DOID:10937,2165,1613
DOID:12403,DOID:8913,2166,6467
DOID:1241,DOID:1242,2167,2168
DOID:1242,DOID:5614,2168,5134
DOID:12424,DOID:50,2169,4771
DOID:1243,DOID:1245,2170,2173
DOID:12445,DOID:540,2171,4995
DOID:12449,DOID:2355,2172,3344
DOID:1245,DOID:120,2173,2007
DOID:12450,DOID:2355,2174,3344
DOID:12451,DOID:620,2175,5427
DOID:12465,DOID:12466,2176,2177
DOID:12466,DOID:13543,2177,2518
DOID:1247,DOID:74,2178,5899
DOID:12474,DOID:883,2179,6444
DOID:12475,DOID:204,2180,3199
DOID:1248,DOID:4251,2181,4340
DOID:12491,DOID:3418,2182,3902
DOID:125,DOID:0060114,2183,745
DOID:12506,DOID:13934,2184,2654
DOID:1251,DOID:2149,2185,3257
DOID:12510,DOID:5679,2186,5173
DOID:12514,DOID:5327,2187,4947
DOID:1252,DOID:883,2188,6444
DOID:12522,DOID:841,2189,6274
DOID:12524,DOID:9473,2190,6663
DOID:12526,DOID:1187,2191,1973
DOID:12527,DOID:9473,2192,6663
DOID:12528,DOID:9473,2193,6663
DOID:12529,DOID:9473,2194,6663
DOID:12531,DOID:2214,2195,3280
DOID:12537,DOID:1123,2196,1729
DOID:1254,DOID:1255,2197,2200
DOID:12546,DOID:5782,2198,5251
DOID:12549,DOID:934,2199,6612
DOID:1255,DOID:883,2200,6444
DOID:12550,DOID:13413,2201,2477
DOID:12554,DOID:583,2202,5273
DOID:12556,DOID:3021,2203,3668
DOID:12557,DOID:540,2204,4995
DOID:12558,DOID:699,2205,5737
DOID:12559,DOID:11476,2206,1825
DOID:12566,DOID:2059,2207,3210
DOID:12568,DOID:8927,2208,6472
DOID:12570,DOID:12571,2209,2210
DOID:12571,DOID:1686,2210,3040
DOID:12573,DOID:7997,2211,6131
DOID:12574,DOID:12030,2212,2017
DOID:12577,DOID:732,2213,5872
DOID:12580,DOID:0060388,2214,1017
DOID:12581,DOID:204,2215,3199
DOID:12583,DOID:0060388,2216,1017
DOID:12594,DOID:12215,2217,2083
DOID:1260,DOID:1003,2218,1273
DOID:12603,DOID:1240,2219,2162
DOID:12637,DOID:1284,2220,2281
DOID:12638,DOID:12639,2221,2222
DOID:12639,DOID:3122,2222,3721
DOID:12641,DOID:12642,2223,2224
DOID:12642,DOID:76,2224,5994
DOID:12657,DOID:5656,2225,5161
DOID:12661,DOID:214,2226,3250
DOID:12662,DOID:0050292,2227,100
DOID:12663,DOID:0050292,2228,100
DOID:12667,DOID:540,2229,4995
DOID:12668,DOID:12667,2230,2229
DOID:12678,DOID:10575,2231,1471
DOID:12679,DOID:557,2232,5104
DOID:12680,DOID:936,2233,6619
DOID:12683,DOID:12657,2234,2225
DOID:12685,DOID:2033,2235,3197
DOID:12689,DOID:3192,2236,3763
DOID:12697,DOID:863,2237,6378
DOID:12698,DOID:1923,2238,3146
DOID:127,DOID:0060084,2239,719
DOID:1270,DOID:0050736,2240,381
DOID:12700,DOID:0060158,2241,787
DOID:12704,DOID:0050950,2242,592
DOID:12705,DOID:0050950,2243,592
DOID:12707,DOID:1289,2244,2292
DOID:1271,DOID:178,2245,3084
DOID:12711,DOID:0050133,2246,37
DOID:12712,DOID:0050737,2247,382
DOID:12714,DOID:0050737,2248,382
DOID:12716,DOID:11162,2249,1698
DOID:12718,DOID:5731,2250,5216
DOID:1272,DOID:341,2251,3898
DOID:12720,DOID:1936,2252,3160
DOID:12721,DOID:2256,2253,3306
DOID:1273,DOID:934,2254,6612
DOID:12731,DOID:8886,2255,6461
DOID:12732,DOID:13141,2256,2380
DOID:12733,DOID:214,2257,3250
DOID:12735,DOID:229,2258,3316
DOID:12750,DOID:2113,2259,3239
DOID:12753,DOID:10124,2260,1303
DOID:12756,DOID:292,2261,3613
DOID:12759,DOID:3479,2262,3929
DOID:1278,DOID:1279,2263,2267
DOID:12782,DOID:1570,2264,2983
DOID:12783,DOID:6364,2265,5496
DOID:12785,DOID:9743,2266,6765
DOID:1279,DOID:5656,2267,5161
DOID:12797,DOID:302,2268,3667
DOID:12798,DOID:3211,2269,3780
DOID:12799,DOID:12798,2270,2269
DOID:12800,DOID:12798,2271,2269
DOID:12801,DOID:12798,2272,2269
DOID:12802,DOID:12798,2273,2269
DOID:12803,DOID:12798,2274,2269
DOID:12804,DOID:12798,2275,2269
DOID:12809,DOID:950,2276,6673
DOID:1283,DOID:1285,2277,2285
DOID:12835,DOID:331,2278,3835
DOID:12836,DOID:12397,2279,2160
DOID:12837,DOID:50,2280,4771
DOID:1284,DOID:229,2281,3316
